Fiscal Year,Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Deal Cancelled,Country,Program,Policy Type,Decision Authority,Primary Export Product NAICS/SIC code,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Exporter City,Primary Exporter State Code,Primary Exporter State Name,Primary Borrower,Primary Source of Repayment (PSOR),Working Capital Delegated Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Loan Interest Rate,Multiyear Working Capital Extension
2011,09508820ST1001,508820,Approved,6/10/2011,9/1/2011,9/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,321999,All Other Miscellaneous Wood Product Manufacturing,Short Term,"Ellington Industrial Supply, Inc.",,"Ellington Industrial Supply, Inc.",Ellington,MO,Missouri,Multiple - Borrowers,Multiple - PSORs,,500000,230624.43,0,0,500000,0,0,,
2011,09508822ST1001,508822,Approved,7/1/2011,9/1/2011,9/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,Short Term,"Estron Chemicals, Inc.",,"Estron Chemicals, Inc.",Calvert City,KY,Kentucky,Multiple - Borrowers,Multiple - PSORs,,2500000,15665341.02,0,0,2500000,2500000,0,,
2011,09508851ST1001,508851,Approved,6/17/2011,6/1/2011,6/1/2012,No,No,Canada,Insurance,ESS,Individual Delegated Authority,331423,"Secondary Smelting, Refining, And Alloying Of Cop",Short Term,Metallurgical Products Company,,Metallurgical Products Company,West Chester,PA,Pennsylvania,"Handy & Harman of Canada, Limited","Handy & Harman of Canada, Limited",,180000,721584.22,0,0,180000,0,0,,
2011,09508919ST1001,508919,Approved,7/22/2011,8/4/2011,8/4/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,999999,Ex-Im Online Placeholder,Short Term,Inter Banco S.A. Institucion de Banca Multiple,Inter Banco S.A. Institucion de Banca Multiple,"Ochoa Enterprises, Inc.",El Paso,TX,Texas,"Ochoa Comercial, S.A. de C.V.","Ochoa Comercial, S.A. de C.V.",,1800000,7631227.83,0,0,579600,0,0,,
2011,09508920ST1001,508920,Approved,8/1/2011,9/1/2011,9/1/2012,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,238290,Other Building Equipment Contractors,Short Term,"Henry Group Inc, The",,"Henry Group Inc, The",Greenville,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,400000,0,0,0,400000,0,0,,
2011,09508956ST1001,508956,Approved,7/13/2011,8/1/2011,10/1/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,321999,All Other Miscellaneous Wood Product Manufacturing,Short Term,"Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","Beard Hardwoods, Inc.",Greensboro,NC,North Carolina,"Dixy, S.A. de C.V.","Dixy, S.A. de C.V.",,900000,2126389.22,0,0,289800,0,0,,
2011,09508957ST1001,508957,Approved,8/8/2011,9/1/2011,10/31/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,423840,Industrial Supplies Merchant Wholesalers,Short Term,"Banco Monex, S.A., Institucion De Banca Multiple Monex Grupo Financiero","Banco Monex, S.A., Institucion De Banca Multiple Monex Grupo Financiero","Main Tape Company, Inc.",Cranbury,NJ,New Jersey,"Tecnicos Y Asesoria Industrial, S.A. De C.V.","Tecnicos Y Asesoria Industrial, S.A. De C.V.",,900000,1437484.85,0,0,289800,0,0,,
2011,09509054ST1001,509054,Approved,7/11/2011,5/15/2011,5/15/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,424420,Packaged Frozen Food Merchant Wholesalers,Short Term,Arsel International Inc.,,Arsel International Inc.,Temecula,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,352256.05,0,0,300000,0,0,,
2011,09509139ST1001,509139,Approved,6/30/2011,7/1/2011,7/1/2012,Yes,No,Bahamas (The),Insurance,ESS,Individual Delegated Authority,236220,Commercial and Institutional Building Construction,Short Term,"Peco International Electric, Inc.",,"Peco International Electric, Inc.",Doral,FL,Florida,Power Design Engineering Consultants Ltd,Power Design Engineering Consultants Ltd,,270000,0,0,0,270000,0,270000,,
2011,09509140ST1001,509140,Approved,7/7/2011,8/1/2011,8/1/2012,No,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,"Elliptical Mobile Solutions, LLC",,"Elliptical Mobile Solutions, Llc",Chandler,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,0,,
2011,09509147ST1001,509147,Approved,6/28/2011,8/15/2011,8/15/2012,No,No,Italy,Insurance,ESS,Individual Delegated Authority,322299,All Other Converted Paper Product Manufacturing,Short Term,Vip Paper,Bibby Financial Services Inc.,Vip Paper,New York,NY,New York,Pkarton S.P.A.,Pkarton S.P.A.,,180000,198203.5,0,0,180000,0,0,,
2011,09509152ST1001,509152,Approved,7/18/2011,8/1/2011,10/1/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,311119,Other Animal Food Manufacturing,Short Term,"Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero","Banco Monex, S.A., Institucion de Banca Multiple, Monex Grupo Financiero",Archer-daniels-midland Company,Decatur,IL,Illinois,"Alimentos Balanceados y Servicios Integrados 2070, S.A. de C.V.","Alimentos Balanceados y Servicios Integrados 2070, S.A. de C.V.",,980000,3837364.4,0,0,315560,0,0,,
2011,09509157ST1001,509157,Approved,7/1/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,"Schoggi, Inc.",,"Schoggi, Inc.",Bozeman,MT,Montana,Multiple - Borrowers,Multiple - PSORs,,200000,280048.69,0,0,200000,0,200000,,
2011,09509163ST1001,509163,Approved,6/28/2011,7/15/2011,10/12/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,111140,Wheat Farming,Short Term,Espirito Santo Bank,Espirito Santo Bank,Agroland Industrial Inc.,San Diego,CA,California,Sociedad Cooperativa de Consumo Lic Alfredo Bonfil,Sociedad Cooperativa de Consumo Lic Alfredo Bonfil,,1350000,3047324.94,0,0,434700,0,0,,
2011,09509263MT1001,509263,Approved,8/2/2011,6/30/2011,12/5/2011,Yes,No,Uruguay,Insurance,MSM,Individual Delegated Authority,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,Medium Term,"Pnc Bank, N.a.","Pnc Bank, N.a.",Global Industries Inc,Grand Island,NE,Nebraska,Fadimax S.A.,Transportes Juango S.A.,,1049386.62,1035301.13,0,0,337902.4916,0,0,,
2011,09509277ST1001,509277,Approved,6/24/2011,6/1/2011,6/1/2012,No,No,India,Insurance,ESS,Individual Delegated Authority,337127,Institutional Furniture Manufacturing,Short Term,"Durcon Laboratory Tops, Inc.",,"Durcon Laboratory Tops, Inc.",Taylor,TX,Texas,Zeba Lab Furniture Private Limited,Zeba Lab Furniture Private Limited,,45000,41096.09,0,0,45000,0,0,,
2011,09509278ST1001,509278,Approved,6/23/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,325611,Soap and Other Detergent Manufacturing,Short Term,"C.A.R. Products, Inc.",,"C.a.r. Products, Inc.",Holyoke,MA,Massachusetts,Multiple - Borrowers,Multiple - PSORs,,300000,52096.45,0,0,300000,0,0,,
2011,09509309ST1001,509309,Approved,6/15/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423830,Industrial Machinery and Equipment Merchant Wholesalers,Short Term,New Century Parts & Exports Co.,,New Century Parts & Exports Co.,Tampa,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,250000,10843.82,0,0,250000,250000,0,,
2011,09509318ST1001,509318,Approved,7/28/2011,8/1/2011,8/1/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,999999,Ex-Im Online Placeholder,Short Term,Pacific Western Bank,Pacific Western Bank,Multiple - Exporters,,,,"Soluciones Ecologicas en Metales, S.A. de C.V.","Sofaral, S.A de C.V.",,2700000,10800000,0,0,869400,0,0,,
2011,09509321ST1001,509321,Approved,6/22/2011,7/8/2011,7/8/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,Techrep International Inc.,,Techrep International Inc.,Cypress,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,100000,33541.15,0,0,100000,0,0,,
2011,09509333ST1001,509333,Approved,8/2/2011,,,Yes,No,China,Insurance,ESS,Individual Delegated Authority,322121,Paper (except Newsprint) Mills,Short Term,"Bpm, Inc.",,"Bpm, Inc.",Peshtigo,WI,Wisconsin,Kodak (China) Graphic Communications Company Ltd.,Kodak (China) Graphic Communications Company Ltd.,,45000,0,0,0,45000,0,0,,
2011,09509337ST1001,509337,Approved,6/21/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,332420,Metal Tank (Heavy Gauge) Manufacturing,Short Term,Liquid Process Systems Inc,,Liquid Process Systems Inc,Indian Trail,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,200000,0,0,0,200000,200000,0,,
2011,09509383ST1001,509383,Approved,7/1/2011,8/1/2011,8/1/2012,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,444190,Other Building Material Dealers,Short Term,"Rosen Materials, LLC",,"Rosen Materials, Llc",Sunrise,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,2000000,0,0,0,2000000,0,0,,
2011,09509385ST1001,509385,Approved,8/1/2011,,,Yes,No,Germany,Insurance,ESS,Individual Delegated Authority,322121,Paper (except Newsprint) Mills,Short Term,"Bpm, Inc.",,"Bpm, Inc.",Peshtigo,WI,Wisconsin,Kodak Graphic Communications Gmbh,Kodak Graphic Communications Gmbh,,112500,0,0,0,112500,0,0,,
2011,09509406ST1001,509406,Approved,7/8/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,423510,Metal Service Centers and Other Metal Merchant Wholesalers,Short Term,Cn Metal Corporation,Center Bank,Cn Metal Corporation,Cypress,CA,California,Multiple - Borrowers,Multiple - PSORs,,1000000,15177973.94,0,0,1000000,0,0,,
2011,09509427ST1001,509427,Approved,6/28/2011,,,Yes,Yes,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,517910,Other Telecommunications,Short Term,"Global Teck Worldwide, Inc.",,"Global Teck Worldwide, Inc.",Reston,VA,Virginia,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,
2011,09509533ST1001,509533,Approved,6/27/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,Darman Manufacturing,,Darman Manufacturing,Utica,NY,New York,Multiple - Borrowers,Multiple - PSORs,,160000,0,0,0,160000,160000,0,,
2011,09509540ST1001,509540,Approved,7/28/2011,9/1/2011,9/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,424210,Drugs and Druggists' Sundries Merchant Wholesalers,Short Term,Pharma-Wholesale Corp.,,Pharma-wholesale Corp.,Hialeah,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,500000,,
2011,09509559ST1001,509559,Approved,6/24/2011,7/1/2011,7/1/2012,No,No,Mexico,Insurance,ESS,Individual Delegated Authority,333293,Printing Machinery And Equipment Manufacturing,Short Term,Ecrm Incorporated,,Ecrm Incorporated,Tewksbury,MA,Massachusetts,Scanpro S.A. DE C.V.,Scanpro S.A. DE C.V.,,225000,101800,0,0,225000,0,0,,
2011,09509570ST1001,509570,Approved,6/22/2011,,,No,No,Georgia,Insurance,ESS,Individual Delegated Authority,424420,Packaged Frozen Food Merchant Wholesalers,Short Term,"Astra Group, Inc.",,"Astra Group, Inc.",Great Neck,NY,New York,Nikora Zs,Nikora Zs,,45000,0,0,0,45000,0,0,,
2011,09509579ST1001,509579,Approved,6/23/2011,6/26/2011,6/26/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,Klausner Trading USA Inc.,,Klausner Trading Usa Inc.,Myrtle Beach,SC,South Carolina,Multiple - Borrowers,Multiple - PSORs,,1000000,0,0,0,1000000,0,0,,
2011,09509600ST1001,509600,Approved,6/22/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Short Term,"Gas-Fired Products, Inc.",,"Gas-fired Products, Inc.",Charlotte,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,500000,154415.58,0,0,500000,0,0,,
2011,09509633MT1001,509633,Approved,7/29/2011,6/23/2011,7/31/2012,Yes,No,Uruguay,Insurance,MSM,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"PNC Bank, N.A.","PNC Bank, N.A.","Varian Medical Systems, Inc.",Palo Alto,CA,California,Jose-Honorio Leborgne Puyerredon Y Francisco-Hector Leborgne Puyerredon,Jose-Honorio Leborgne Puyerredon Y Francisco-Hector Leborgne Puyerredon,,649742.54,508468.07,0,0,209217.0979,0,0,,
2011,09509651ST1001,509651,Approved,7/27/2011,,,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,238990,All Other Specialty Trade Contractors,Short Term,"Insulations, Inc.",,"Insulations, Inc.",New Orleans,LA,Louisiana,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,0,0,0,,
2011,09509655ST1001,509655,Approved,7/28/2011,,,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,488190,Other Support Activities for Air Transportation,Short Term,"Interavia Spares & Services, Inc",,"Interavia Spares & Services, Inc",Deerfield Beach,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,0,,
2011,09509669ST1001,509669,Approved,7/7/2011,6/15/2011,6/15/2012,Yes,No,South Africa,Insurance,ESS,Individual Delegated Authority,333111,Farm Machinery and Equipment Manufacturing,Short Term,Orthman Manufacturing Inc.,Cole Taylor Bank,Orthman Manufacturing Inc.,Lexington,NE,Nebraska,JWL Industrial & Industriele en Landbou Voorsieners Pty Lid,Pacific Storm Properties (Pty),,166500,359759.72,0,0,166500,0,0,,
2011,09509753ST1001,509753,Approved,6/28/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,424420,Packaged Frozen Food Merchant Wholesalers,Short Term,"Topmeat Trading, Llc",Cfs International Capital Corporation,"Topmeat Trading, Llc",Mcallen,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,250000,1019332.13,0,0,250000,0,0,,
2011,09509761ST1001,509761,Approved,6/29/2011,7/1/2011,7/1/2012,Yes,Yes,Israel,Insurance,ESS,Individual Delegated Authority,424110,Printing and Writing Paper Merchant Wholesalers,Short Term,"Eagle Paper International, Inc.",,"Eagle Paper International, Inc.",Virginia Beach,VA,Virginia,"Shahar Paper Products, Ltd.","Shahar Paper Products, Ltd.",,0,0,0,0,0,0,0,,
2011,09509777ST1001,509777,Approved,9/27/2011,10/10/2011,10/10/2012,Yes,No,Mexico,Insurance,ESS,Individual Delegated Authority,333120,Construction Machinery Manufacturing,Short Term,"Volvo Construction Equipment North America, Llc",,"Volvo Construction Equipment North America, Llc",Asheville,NC,North Carolina,"Alesso, S.A. De C.V.","Alesso, S.A. De C.V.",,450000,0,0,0,0,0,0,,
2011,09509778ST1001,509778,Approved,7/5/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,333311,Automatic Vending Machine Manufacturing,Short Term,Great Western Rubber Company,,Great Western Rubber Company,Grand Junction,CO,Colorado,Multiple - Borrowers,Multiple - PSORs,,100000,77285.35,0,0,100000,0,100000,,
2011,09509818ST1001,509818,Approved,7/18/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,311712,Fresh And Frozen Seafood Processing,Short Term,Schafer Fisheries Inc.,Community State Bank of Rock Falls,Schafer Fisheries Inc.,Thomson,IL,Illinois,Multiple - Borrowers,Multiple - PSORs,,1500000,253655.16,0,0,1500000,0,0,,
2011,09509827ST1001,509827,Approved,7/6/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423830,Industrial Machinery and Equipment Merchant Wholesalers,Short Term,Go-in International Corporation,,Go-in International Corporation,Deerfield Beach,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,
2011,09509847ST1001,509847,Approved,6/30/2011,9/1/2011,9/1/2012,No,No,Romania,Insurance,ESS,Individual Delegated Authority,333293,Printing Machinery And Equipment Manufacturing,Short Term,Ecrm Incorporated,,Ecrm Incorporated,Tewksbury,MA,Massachusetts,Nestra Sisteme S.R.L.,Nestra Sisteme S.R.L.,,45000,0,0,0,45000,0,0,,
2011,09509852ST1001,509852,Approved,7/6/2011,,,No,No,Italy,Insurance,ESS,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,"Seakeeper, Inc.",,"Seakeeper, Inc.",California,MD,Maryland,Azimut - Benetti Spa,Azimut - Benetti Spa,,270000,0,0,0,270000,0,0,,
2011,09509855ST1001,509855,Approved,7/21/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,237120,Oil and Gas Pipeline and Related Structures Construction,Short Term,"Hy-Bon Engineering Company, Inc.",,"Hy-Bon Engineering Company, Inc.",Midland,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,750000,123168.61,0,0,750000,0,0,,
2011,09509862ST1001,509862,Approved,7/19/2011,6/15/2011,6/15/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,333512,Machine Tool (Metal Cutting Types) Manufacturing,Short Term,"TC/American Monorail, Inc.",,"Tc/american Monorail, Inc.",Saint Michael,MN,Minnesota,Multiple - Borrowers,Multiple - PSORs,,500000,223206.11,0,0,500000,0,0,,
2011,09509878ST1001,509878,Approved,6/27/2011,7/1/2011,7/1/2012,Yes,No,Mexico,Insurance,ESS,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,Concannon Corporation,,Concannon Corporation,Portland,OR,Oregon,"Carpimat, S de RL de CV","Carpimat, S de RL de CV",,45000,144706,0,0,45000,0,0,,
2011,09509880ST1001,509880,Approved,9/20/2011,6/14/2011,6/14/2012,Yes,No,Mexico,Insurance,ESS,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,Concannon Corporation,,Concannon Corporation,Portland,OR,Oregon,"Tableros y Triplay del Centro, S.A. de C.V.","Tableros y Triplay del Centro, S.A. de C.V.",,90000,0,0,0,90000,0,0,,
2011,09509883ST1001,509883,Approved,7/26/2011,6/21/2011,6/21/2012,Yes,No,Mexico,Insurance,ESS,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,Concannon Corporation,,Concannon Corporation,Portland,OR,Oregon,"Estructuras y Perfiles de Mexicali, S.A. de C.V.","Estructuras y Perfiles de Mexicali, S.A. de C.V.",,67500,65920,0,0,67500,0,0,,
2011,09509917ST1001,509917,Approved,6/29/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,321113,Sawmills,Short Term,Cameron Lumber Company,"AgSouth Farm Credit, ACA",Cameron Lumber Company,Cameron,SC,South Carolina,Multiple - Borrowers,Multiple - PSORs,,450000,0,0,0,450000,0,0,,
2011,09509931ST1001,509931,Approved,7/25/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,335312,Motor and Generator Manufacturing,Short Term,"Unitron, LP",,"Unitron, Lp",Dallas,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,500000,626526,0,0,500000,500000,0,,
2011,09509938ST1001,509938,Approved,6/29/2011,7/15/2011,7/15/2012,Yes,No,Estonia,Insurance,ESS,Individual Delegated Authority,113210,Forest Nurseries and Gathering of Forest Products,Short Term,"TYR Wood Products, Inc.",,"Tyr Wood Products, Inc.",Portland,OR,Oregon,Brenstol OU,Brenstol OU,,63162.41,63162.41,0,0,63162.41,0,0,,
2011,09509943ST1001,509943,Approved,7/14/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,425120,Wholesale Trade Agents and Brokers,Short Term,"Innovation Distributing, Inc. D/B/A Resqme",Cfs International Capital Corporation,"Innovation Distributing, Inc. D/B/A Resqme",Santa Barbara,CA,California,Multiple - Borrowers,Multiple - PSORs,,250000,61911.5,0,0,250000,0,0,,
2011,09509986ST1001,509986,Approved,8/1/2011,9/1/2011,9/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment ",Short Term,"MIA Data, Inc.",,"Mia Data, Inc.",Miami,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,600000,39582.99,0,0,600000,0,0,,
2011,09510005MT1001,510005,Approved,8/9/2011,8/1/2011,1/1/2012,Yes,No,Brazil,Insurance,MTS,Individual Delegated Authority,336411,Aircraft Manufacturing,Medium Term,"Air Tractor, Inc.","Wells Fargo Bank, N.a.","Air Tractor, Inc.",Olney,TX,Texas,Wilson Romagnoli,Wilson Romagnoli,,654155.2,654155.2,0,0,0,654155.2,0,,
